2024-08-28 18:27:30,449 [main] INFO  o.a.i.d.s.d.c.s.CompactionScheduleTaskManager:76 - Compaction schedule task manager started. 
2024-08-28 18:27:30,469 [pool-14-IoTDB-StorageEngine-4] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:77 - root.test.g_0 [Compaction][Recover] recover compaction in data region dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/5 
2024-08-28 18:27:30,469 [pool-14-IoTDB-StorageEngine-1] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:77 - root.__system [Compaction][Recover] recover compaction in data region dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.__system/7 
2024-08-28 18:27:30,470 [pool-14-IoTDB-StorageEngine-2] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:77 - root.test.g_0 [Compaction][Recover] recover compaction in data region dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/1 
2024-08-28 18:27:30,469 [pool-14-IoTDB-StorageEngine-3] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:77 - root.test.g_0 [Compaction][Recover] recover compaction in data region dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2 
2024-08-28 18:27:30,472 [pool-14-IoTDB-StorageEngine-3] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:93 - root.test.g_0 [Compaction][Recover] recover compaction in time partition dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539 
2024-08-28 18:27:30,472 [pool-14-IoTDB-StorageEngine-1] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:93 - root.__system [Compaction][Recover] recover compaction in time partition dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.__system/7/2831 
2024-08-28 18:27:30,472 [pool-14-IoTDB-StorageEngine-4] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:93 - root.test.g_0 [Compaction][Recover] recover compaction in time partition dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/5/2539 
2024-08-28 18:27:30,472 [pool-14-IoTDB-StorageEngine-2] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:93 - root.test.g_0 [Compaction][Recover] recover compaction in time partition dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/1/2539 
2024-08-28 18:27:30,478 [pool-14-IoTDB-StorageEngine-1] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:77 - root.__system [Compaction][Recover] recover compaction in data region dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/unsequence/root.__system/7 
2024-08-28 18:27:30,478 [pool-14-IoTDB-StorageEngine-2] INFO  o.a.i.d.s.d.c.e.r.CompactionRecoverManager:93 - root.test.g_0 [Compaction][Recover] recover compaction in time partition dir /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/1/2538 
